gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
JAK3,1,SPLEEN,"","","","","",EFO_0005565,0.461974818355877,janus kinase-3 deficiency: Deficiency of janus kinase-3 causing the near absence of T lymphocytes and Natural killer cells; and normal or elevated B lymphocytes due to an autosomal recessive variant of severe combined immunodeficiency.,ENSG00000105639
JAK3,1,SPLEEN,"","","","","",Orphanet_317416,0.461974818355877,"T-B+ severe combined immunodeficiency: T-B+ severe combined immunodeficiency (SCID) is a group of rare monogenic primary immunodeficiency disorders characterized by a lack of functional peripheral T lymphocytes with presence of B lymphocytes, resulting in early-onset severe respiratory viral, bacterial or fungal infections, diarrhea and failure to thrive.",ENSG00000105639
VWF,1,LUNG,"","","","","",EFO_0004629,0.461621709085128,"von Willebrand factor measurement: Is a quantification of von Willebrand factor (vWF) is a blood glycoprotein involved in hemostasis. It is deficient or defective in von Willebrand disease and is involved in a large number of other diseases, including thrombotic thrombocytopenic purpura, Heyde's syndrome, and possibly hemolytic-uremic syndrome.[1] Increased plasma levels in a large number of cardiovascular, neoplastic, and connective tissue diseases are presumed to arise from adverse changes to the endothelium, and may contribute to an increased risk of thrombosis.",ENSG00000110799
PCSK6,1,SMLINT,"","","","","",EFO_0008264,0.461515844583595,platelet-derived growth factor BB measurement: quantification of the amount of platelet-derived growth factor BB in a sample,ENSG00000140479
CARMIL2,1,SPLEEN,"","","","","",Orphanet_101972,0.460999538183793,"Combined T and B cell immunodeficiency: A broad classification of inherited disorders presenting at birth that affect both the cell-mediated and humoral aspects of the immune response. Circulating numbers of B lymphocytes, T lymphocytes and NK cells are variable but where present do not function properly. Susceptibility to infection is the primary concern.",ENSG00000159753
SLC18A2,1,ADRNL,"","","","","",Orphanet_238455,0.460572981434844,Infantile dystonia-parkinsonism: Infantile dystonia-parkinsonism (IPD) is an extremely rare inherited neurological syndrome that presents in early infancy with hypokinetic parkinsonism and dystonia and that can be fatal.,ENSG00000165646
DPP6,1,LUNG,"","","","","",Orphanet_228140,0.460126919082454,"Idiopathic ventricular fibrillation, not Brugada type: NA",ENSG00000130226
SCN1A,1,HEART,"","","","","",EFO_0004278,0.459044050108228,sudden cardiac arrest: An unexpected natural death from a cardiac cause within a short time period from the onset of symptoms.,ENSG00000144285
HHIP,1,COLON,"","","","","",EFO_0009718,0.457971411776115,"peak expiratory flow: The maximum rate of gas flow, beginning at the point of peak inspiratory capacity, that can be sustained during forced exhalation for a defined period of time. This test is most often used in combination with other studies of lung function to diagnose and monitor obstructive and restrictive lung disease(s). [ NCI ]",ENSG00000164161
PLA2G7,1,HEART,"","","","","",HP_0040175,0.457465944128724,Platelet-activating factor acetylhydrolase deficiency: Reduced level of platelet-activating factor acetylhydrolase.,ENSG00000146070
MSR1,1,ADRNL,"","","","","",EFO_0000478,0.456456753612588,"esophageal adenocarcinoma: A malignant tumor with glandular differentiation arising predominantly from Barrett mucosa in the lower third of the esophagus. Rare examples of esophageal adenocarcinoma deriving from ectopic gastric mucosa in the upper esophagus have also been reported. Grossly, esophageal adenocarcinomas are similar to esophageal squamous cell carcinomas. Microscopically, adenocarcinomas arising in the setting of Barrett esophagus are typically papillary and/or tubular. The prognosis is poor.",ENSG00000038945
CDKN2B,1,COLON,"","","","","",EFO_0003870,0.456047105874677,brain aneurysm: A congenital or acquired aneurysm within the cranium.,ENSG00000147883
JAK3,1,SPLEEN,"","","","","",EFO_0004192,0.454941906472625,"alopecia areata: A microscopically inflammatory, usually reversible, patchy hair loss occurring in sharply defined areas and usually involving the beard or scalp. (Dorland, 27th ed).",ENSG00000105639
ATAD3A,1,COLON,"","","","","",HP_0001321,0.45489120447442,"Cerebellar hypoplasia: Cerebellar hypoplasia is a descriptive term implying a cerebellum with a reduced volume, but a normal shape and is stable over time.",ENSG00000197785
FOXP1,1,SPLEEN,"","","","","",EFO_0000478,0.454627972899454,"esophageal adenocarcinoma: A malignant tumor with glandular differentiation arising predominantly from Barrett mucosa in the lower third of the esophagus. Rare examples of esophageal adenocarcinoma deriving from ectopic gastric mucosa in the upper esophagus have also been reported. Grossly, esophageal adenocarcinomas are similar to esophageal squamous cell carcinomas. Microscopically, adenocarcinomas arising in the setting of Barrett esophagus are typically papillary and/or tubular. The prognosis is poor.",ENSG00000114861
KMT2C,1,SPLEEN,"","","","","",Orphanet_261652,0.454583221262183,Kleefstra syndrome due to a point mutation: NA,ENSG00000055609
PSMB9,1,ADRNL,"","","","","",MONDO_0054699,0.453197296807116,proteasome-associated autoinflammatory syndrome 3: NA,ENSG00000240065
ABCA3,1,ADRNL,"","","","","",Orphanet_100049,0.45273532198876,Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies: Primary interstitial lung disease specific to childhood due to pulmonary surfactant protein anomalies is a group of interstitial lung diseases (ILD) induced by genetic mutations disrupting surfactant function and gas exchange in the lung. The disorders caused by these mutations affect full-term infants and older children and exhibit considerable overlap in their clinical and histologic presentation.,ENSG00000167972
LMBR1,1,ADRNL,"","","","","",HP_0010689,0.45273532198876,"Mirror image polydactyly: A hand or foot with more than five digits that has a recognizable A/P axis of symmetry. The axis can lie within a normally formed or partially duplicated digit resembling a middle finger, index finger, thumb, toe, or hallux. Alternatively, the axis can be in an interdigital space with a flanking pair of digits that resemble a middle finger, index finger, thumb, toe or hallux. The most lateral digits on each side of the hand typically resemble fifth fingers/toes.",ENSG00000105983
SREBF1,1,KIDNEY,"","","","","",Orphanet_2273,0.45273532198876,"Ichthyosis follicularis - alopecia - photophobia: Ichthyosis follicularis - alopecia - photophobia (IFAP) is a rare genetic disorder characterized by the triad of ichthyosis follicularis, alopecia, and photophobia from birth.",ENSG00000072310
SREBF1,1,KIDNEY,"","","","","",Orphanet_85284,0.45273532198876,"BRESEK syndrome: X-linked mental retardation, Reish type is characterised by Brain anomalies, severe mental Retardation, Ectodermal dysplasia, Skeletal deformities (vertebral anomalies, scoliosis, polydactyly), Ear/eye anomalies (maldevelopment, small optic nerves, low set and large ears with hearing loss) and Kidney dysplasia/hypoplasia (giving the acronym BRESEK syndrome).",ENSG00000072310
ARHGEF28,1,LUNG,"","","","","",EFO_0005782,0.452188302327795,"age-related hearing impairment: Age-related hearing impairment is characterized by a symmetric sensorineural hearing loss that is most pronounced in the high frequencies. Age of onset, progression, and severity of age-related hearing impairment (ARHI) show great variation in the population, but with a demonstrable increased prevalence in males.",ENSG00000214944
MMACHC,1,HEART,"","","","","",Orphanet_289098,0.451699030192917,Disorders of vitamin D metabolism: NA,ENSG00000132763
BDNF,1,LUNG,"","","","","",EFO_0007777,0.451295045636911,"base metabolic rate measurement: quantification of an individual's base metabolic rate, the minimum amount of energy required to sustain life while at complete rest, including the body being in a post-absorptive state (ie the digestive system is inactive). BMR differs from RMR because BMR measurements must meet total physiological equilibrium whereas RMR conditions of measurement can be altered and defined by the contextual limitations.",ENSG00000176697
VEGFA,1,HEART,"","","","","",EFO_0005773,0.451284704131756,"retinal detachment: An eye emergency condition which may lead to blindness if left untreated. It is characterized by the separation of the inner retina layers from the underlying pigment epithelium. Causes include trauma, advanced diabetes mellitus, high myopia, and choroid tumors. Symptoms include sudden appearance of floaters, sudden light flushes, and blurred vision.",ENSG00000112715
KDR,1,HEART,"","","","","",EFO_0003968,0.451030870448586,"angiosarcoma: A malignant tumor arising from the endothelial cells of the blood vessels. Microscopically, it is characterized by frequently open vascular anastomosing and branching channels. The malignant cells that line the vascular channels are spindle or epithelioid and often display hyperchromatic nuclei. Angiosarcomas most frequently occur in the skin and breast. Patients with long-standing lymphedema are at increased risk of developing angiosarcoma.",ENSG00000128052
BRCA2,1,ADRNL,"","","","","",EFO_0007355,0.450210823980407,"male reproductive organ cancer: A primary or metastatic malignant neoplasm involving the male reproductive system. Representative examples include prostate carcinoma, penile carcinoma, testicular seminoma, and testicular embryonal carcinoma.",ENSG00000139618
ABCG2,1,KIDNEY,"","","","","",EFO_0006781,0.449963209786994,"coffee consumption measurement: the quantification of some coffee consumption or coffee consumption-related behaviour, usually self-reported via a questionnaire",ENSG00000118777
PDE4B,1,SPLEEN,"","","","","",EFO_0010098,0.448556280654138,"stress-related disorder: Stress-related disorders are mental health disorders that are a result of an atypical response to both short and long-term anxiety due to physical, mental, or emotional stress.",ENSG00000184588
FOXP1,1,SPLEEN,"","","","","",EFO_0009259,0.448442872568233,skin carcinoma: A carcinoma that arises from epithelial cells of the zone of skin,ENSG00000114861
FRAS1,1,KIDNEY,"","","","","",Orphanet_2190,0.447383189726501,Congenital hydronephrosis: Congenital hydronephrosis is a renal urinary disease characterized by distension and dilation of the renal pelvis and calyces secondary to various congenital obstructive malformations of the kidneys and urinary tract that can evolve to renal atrophy.,ENSG00000138759
GABRA6,1,CORTEX,"","","","","",EFO_0004699,0.447088963097743,"gambling behaviour: An activity distinguished primarily by an element of risk in trying to obtain a desired goal, e.g., playing a game of chance for money.",ENSG00000145863
PDE5A,1,ADRNL,"","","","","",EFO_0001422,0.446388890863587,"cirrhosis of liver: A disorder characterized by replacement of the liver parenchyma with fibrous tissue and regenerative nodules. It is usually caused by alcoholism, hepatitis B, and hepatitis C. Complications include the development of ascites, esophageal varices, bleeding, and hepatic encephalopathy.",ENSG00000138735
CSF2RA,1,LUNG,"","","","","",HP_0100806,0.445892371226514,Sepsis: Systemic inflammatory response to infection.,ENSG00000198223
AMACR,1,LIVER,"","","","","",Orphanet_79303,0.445642599672575,"Congenital bile acid synthesis defect type 2: Congenital bile acid synthesis defect type 2 (BAS defect type 2) is an anomaly of bile acid synthesis (see this term) characterized by severe and rapidly progressive cholestatic liver disease, and malabsorption of fat and fat-soluble vitamins.",ENSG00000242110
SCN1A,1,HEART,"","","","","",Orphanet_3175,0.445343724895066,Spasticity - intellectual disability - X-linked epilepsy: NA,ENSG00000144285
SCN1A,1,HEART,"","","","","",Orphanet_364063,0.445343724895066,"Infantile epileptic-dyskinetic encephalopathy: Infantile epileptic-dyskinetic encephalopathy is a monogenic disease with epilepsy characterized by developmental delay and infantile spasms in the first months of life, followed by chorea and generalized dystonia and progressing to quadriplegic dyskinesia, recurrent status dystonicus, intractable focal epilepsy and severe intellectual disability.",ENSG00000144285
TGFB2,1,LUNG,"","","","","",EFO_0005850,0.44455017392,emphysema pattern measurement: quantification by computed tomography scans of distinct pathologic patterns in the lungs that occur in emphysema,ENSG00000092969
CD80,1,LUNG,"","","","","",EFO_0000398,0.444548101596786,dermatomyositis: A myositis and is_a dermatitis that results_in inflammation located_in muscle and located_in skin. The disease may result from either a viral infection or an autoimmune reaction.,ENSG00000121594
