assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene
transcript-rna-seq	ENSRNOG00000061547	ENSRNOG00000061547				
transcript-rna-seq	ENSRNOG00000061548	ENSRNOG00000061548				
transcript-rna-seq	ENSRNOG00000061549	ENSRNOG00000061549				
transcript-rna-seq	ENSRNOG00000061550	ENSRNOG00000061550				
transcript-rna-seq	ENSRNOG00000061551	ENSRNOG00000061551				
transcript-rna-seq	ENSRNOG00000061552	ENSRNOG00000061552				
transcript-rna-seq	ENSRNOG00000061553	ENSRNOG00000061553				
transcript-rna-seq	ENSRNOG00000061554	ENSRNOG00000061554				
transcript-rna-seq	ENSRNOG00000061555	ENSRNOG00000061555				
transcript-rna-seq	ENSRNOG00000061556	ENSRNOG00000061556			CU633980.1	ENSG00000273614
transcript-rna-seq	ENSRNOG00000061556	ENSRNOG00000061556			AP000324.1	ENSG00000221398
transcript-rna-seq	ENSRNOG00000061557	ENSRNOG00000061557				
transcript-rna-seq	ENSRNOG00000061558	ENSRNOG00000061558				
transcript-rna-seq	ENSRNOG00000061559	ENSRNOG00000061559	100359711	LOC100359711		
transcript-rna-seq	ENSRNOG00000061560	ENSRNOG00000061560			Y_RNA	ENSG00000252612
transcript-rna-seq	ENSRNOG00000061561	ENSRNOG00000061561				
transcript-rna-seq	ENSRNOG00000061562	ENSRNOG00000061562				
transcript-rna-seq	ENSRNOG00000061563	ENSRNOG00000061563				
transcript-rna-seq	ENSRNOG00000061564	ENSRNOG00000061564				
transcript-rna-seq	ENSRNOG00000061565	ENSRNOG00000061565				
transcript-rna-seq	ENSRNOG00000061566	ENSRNOG00000061566				
transcript-rna-seq	ENSRNOG00000061567	ENSRNOG00000061567				
transcript-rna-seq	ENSRNOG00000061568	ENSRNOG00000061568				
transcript-rna-seq	ENSRNOG00000061569	ENSRNOG00000061569				
transcript-rna-seq	ENSRNOG00000061570	ENSRNOG00000061570				
transcript-rna-seq	ENSRNOG00000061571	ENSRNOG00000061571	680117	Tlx2	TLX2	ENSG00000115297
transcript-rna-seq	ENSRNOG00000061572	ENSRNOG00000061572	363002	Smarcd1	SMARCD1	ENSG00000066117
transcript-rna-seq	ENSRNOG00000061573	ENSRNOG00000061573				
transcript-rna-seq	ENSRNOG00000061574	ENSRNOG00000061574				
transcript-rna-seq	ENSRNOG00000061575	ENSRNOG00000061575	102550537	LOC102550537		
transcript-rna-seq	ENSRNOG00000061576	ENSRNOG00000061576				
transcript-rna-seq	ENSRNOG00000061577	ENSRNOG00000061577				
transcript-rna-seq	ENSRNOG00000061578	ENSRNOG00000061578				
transcript-rna-seq	ENSRNOG00000061579	ENSRNOG00000061579	296644	Rpl12-ps1		
transcript-rna-seq	ENSRNOG00000061580	ENSRNOG00000061580			RNU1-63P	ENSG00000206629
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP151	ENSG00000222162
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP273	ENSG00000223324
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP166	ENSG00000222744
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP217	ENSG00000201510
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP72	ENSG00000199197
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP26	ENSG00000222179
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP119	ENSG00000222685
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP133	ENSG00000201715
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP75	ENSG00000199940
transcript-rna-seq	ENSRNOG00000061581	ENSRNOG00000061581			RN7SKP264	ENSG00000223012
transcript-rna-seq	ENSRNOG00000061582	ENSRNOG00000061582	29521	Scamp1	SCAMP1	ENSG00000085365
transcript-rna-seq	ENSRNOG00000061583	ENSRNOG00000061583				
transcript-rna-seq	ENSRNOG00000061584	ENSRNOG00000061584				
transcript-rna-seq	ENSRNOG00000061585	ENSRNOG00000061585				
transcript-rna-seq	ENSRNOG00000061586	ENSRNOG00000061586				
transcript-rna-seq	ENSRNOG00000061587	ENSRNOG00000061587	311748	Metap1d	METAP1D	ENSG00000172878
transcript-rna-seq	ENSRNOG00000061588	ENSRNOG00000061588				
transcript-rna-seq	ENSRNOG00000061589	ENSRNOG00000061589				
transcript-rna-seq	ENSRNOG00000061590	ENSRNOG00000061590	108352699	LOC108352699		
transcript-rna-seq	ENSRNOG00000061591	ENSRNOG00000061591			Y_RNA	ENSG00000201371
transcript-rna-seq	ENSRNOG00000061591	ENSRNOG00000061591			Y_RNA	ENSG00000199546
transcript-rna-seq	ENSRNOG00000061592	ENSRNOG00000061592	108351902	LOC108351902		
transcript-rna-seq	ENSRNOG00000061593	ENSRNOG00000061593			AC007684.1	ENSG00000252473
transcript-rna-seq	ENSRNOG00000061594	ENSRNOG00000061594				
transcript-rna-seq	ENSRNOG00000061595	ENSRNOG00000061595	26296	Tfec	TFEC	ENSG00000105967
transcript-rna-seq	ENSRNOG00000061596	ENSRNOG00000061596	295776	Olr528	OR8H2	ENSG00000181767
transcript-rna-seq	ENSRNOG00000061596	ENSRNOG00000061596	295776	Olr528	OR8H3	ENSG00000181761
transcript-rna-seq	ENSRNOG00000061596	ENSRNOG00000061596	295776	Olr528	OR8H1	ENSG00000181693
transcript-rna-seq	ENSRNOG00000061597	ENSRNOG00000061597	100912336	LOC100912336		
transcript-rna-seq	ENSRNOG00000061598	ENSRNOG00000061598				
transcript-rna-seq	ENSRNOG00000061599	ENSRNOG00000061599				
transcript-rna-seq	ENSRNOG00000061600	ENSRNOG00000061600				
transcript-rna-seq	ENSRNOG00000061601	ENSRNOG00000061601				
transcript-rna-seq	ENSRNOG00000061602	ENSRNOG00000061602				
transcript-rna-seq	ENSRNOG00000061603	ENSRNOG00000061603	311553	Asxl1	ASXL1	ENSG00000171456
transcript-rna-seq	ENSRNOG00000061604	ENSRNOG00000061604				
transcript-rna-seq	ENSRNOG00000061605	ENSRNOG00000061605				
transcript-rna-seq	ENSRNOG00000061606	ENSRNOG00000061606				
transcript-rna-seq	ENSRNOG00000061607	ENSRNOG00000061607	300215	Lmbr1l	LMBR1L	ENSG00000139636
transcript-rna-seq	ENSRNOG00000061608	ENSRNOG00000061608	103690130	Hoxa3	HOXA3	ENSG00000105997
transcript-rna-seq	ENSRNOG00000061608	ENSRNOG00000061608	108348320	LOC108348320	HOXA3	ENSG00000105997
transcript-rna-seq	ENSRNOG00000061609	ENSRNOG00000061609	404892	Olr456	OR9G1	ENSG00000174914
transcript-rna-seq	ENSRNOG00000061610	ENSRNOG00000061610				
transcript-rna-seq	ENSRNOG00000061611	ENSRNOG00000061611				
transcript-rna-seq	ENSRNOG00000061612	ENSRNOG00000061612	306966	Zfp184		
transcript-rna-seq	ENSRNOG00000061613	ENSRNOG00000061613				
transcript-rna-seq	ENSRNOG00000061614	ENSRNOG00000061614	405906	Olr61		
transcript-rna-seq	ENSRNOG00000061615	ENSRNOG00000061615				
transcript-rna-seq	ENSRNOG00000061616	ENSRNOG00000061616				
transcript-rna-seq	ENSRNOG00000061617	ENSRNOG00000061617				
transcript-rna-seq	ENSRNOG00000061618	ENSRNOG00000061618				
transcript-rna-seq	ENSRNOG00000061619	ENSRNOG00000061619	102553734	LOC102553734		
transcript-rna-seq	ENSRNOG00000061620	ENSRNOG00000061620			SEC61G	ENSG00000132432
transcript-rna-seq	ENSRNOG00000061621	ENSRNOG00000061621				
transcript-rna-seq	ENSRNOG00000061622	ENSRNOG00000061622			SCARNA16	ENSG00000275143
transcript-rna-seq	ENSRNOG00000061623	ENSRNOG00000061623				
transcript-rna-seq	ENSRNOG00000061624	ENSRNOG00000061624				
transcript-rna-seq	ENSRNOG00000061625	ENSRNOG00000061625				
transcript-rna-seq	ENSRNOG00000061626	ENSRNOG00000061626				
transcript-rna-seq	ENSRNOG00000061627	ENSRNOG00000061627				
transcript-rna-seq	ENSRNOG00000061628	ENSRNOG00000061628				
transcript-rna-seq	ENSRNOG00000061629	ENSRNOG00000061629				
transcript-rna-seq	ENSRNOG00000061630	ENSRNOG00000061630				
transcript-rna-seq	ENSRNOG00000061631	ENSRNOG00000061631				
transcript-rna-seq	ENSRNOG00000061632	ENSRNOG00000061632				
transcript-rna-seq	ENSRNOG00000061633	ENSRNOG00000061633				
transcript-rna-seq	ENSRNOG00000061634	ENSRNOG00000061634				
transcript-rna-seq	ENSRNOG00000061635	ENSRNOG00000061635			SNORA2C	ENSG00000221491
transcript-rna-seq	ENSRNOG00000061636	ENSRNOG00000061636	450226	Ka11	KRT16	ENSG00000186832
transcript-rna-seq	ENSRNOG00000061637	ENSRNOG00000061637				
transcript-rna-seq	ENSRNOG00000061638	ENSRNOG00000061638				
transcript-rna-seq	ENSRNOG00000061639	ENSRNOG00000061639				
transcript-rna-seq	ENSRNOG00000061640	ENSRNOG00000061640				
transcript-rna-seq	ENSRNOG00000061641	ENSRNOG00000061641				
transcript-rna-seq	ENSRNOG00000061642	ENSRNOG00000061642				
transcript-rna-seq	ENSRNOG00000061643	ENSRNOG00000061643				
transcript-rna-seq	ENSRNOG00000061644	ENSRNOG00000061644				
transcript-rna-seq	ENSRNOG00000061645	ENSRNOG00000061645				
transcript-rna-seq	ENSRNOG00000061646	ENSRNOG00000061646	405096	Olr1244		
transcript-rna-seq	ENSRNOG00000061647	ENSRNOG00000061647				
transcript-rna-seq	ENSRNOG00000061648	ENSRNOG00000061648				
transcript-rna-seq	ENSRNOG00000061649	ENSRNOG00000061649				
transcript-rna-seq	ENSRNOG00000061650	ENSRNOG00000061650				
transcript-rna-seq	ENSRNOG00000061651	ENSRNOG00000061651	102554647	Pasd1		
transcript-rna-seq	ENSRNOG00000061652	ENSRNOG00000061652				
transcript-rna-seq	ENSRNOG00000061653	ENSRNOG00000061653				
transcript-rna-seq	ENSRNOG00000061654	ENSRNOG00000061654				
transcript-rna-seq	ENSRNOG00000061655	ENSRNOG00000061655				
transcript-rna-seq	ENSRNOG00000061656	ENSRNOG00000061656			SNORD14D	ENSG00000207118
transcript-rna-seq	ENSRNOG00000061657	ENSRNOG00000061657			SNORA19	ENSG00000207468
transcript-rna-seq	ENSRNOG00000061658	ENSRNOG00000061658				
transcript-rna-seq	ENSRNOG00000061659	ENSRNOG00000061659			RNU6-277P	ENSG00000252081
transcript-rna-seq	ENSRNOG00000061660	ENSRNOG00000061660				
transcript-rna-seq	ENSRNOG00000061661	ENSRNOG00000061661				
transcript-rna-seq	ENSRNOG00000061662	ENSRNOG00000061662				
transcript-rna-seq	ENSRNOG00000061663	ENSRNOG00000061663	102546476	LOC102546476		
transcript-rna-seq	ENSRNOG00000061664	ENSRNOG00000061664	502908	LOC502908		
transcript-rna-seq	ENSRNOG00000061665	ENSRNOG00000061665	108352445	LOC108352445		
transcript-rna-seq	ENSRNOG00000061666	ENSRNOG00000061666				
transcript-rna-seq	ENSRNOG00000061667	ENSRNOG00000061667				
transcript-rna-seq	ENSRNOG00000061668	ENSRNOG00000061668				
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-1	ENSG00000207063
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-2	ENSG00000207001
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-3	ENSG00000207014
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-4	ENSG00000275529
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-5	ENSG00000207191
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-6	ENSG00000207442
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-7	ENSG00000207133
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-8	ENSG00000207093
transcript-rna-seq	ENSRNOG00000061669	ENSRNOG00000061669			SNORD116-9	ENSG00000206727
transcript-rna-seq	ENSRNOG00000061670	ENSRNOG00000061670				
transcript-rna-seq	ENSRNOG00000061671	ENSRNOG00000061671				
transcript-rna-seq	ENSRNOG00000061672	ENSRNOG00000061672				
transcript-rna-seq	ENSRNOG00000061673	ENSRNOG00000061673				
transcript-rna-seq	ENSRNOG00000061674	ENSRNOG00000061674				
transcript-rna-seq	ENSRNOG00000061675	ENSRNOG00000061675				
transcript-rna-seq	ENSRNOG00000061676	ENSRNOG00000061676				
transcript-rna-seq	ENSRNOG00000061677	ENSRNOG00000061677			RNU6-258P	ENSG00000212186
transcript-rna-seq	ENSRNOG00000061678	ENSRNOG00000061678			SNORD100	ENSG00000221500
transcript-rna-seq	ENSRNOG00000061679	ENSRNOG00000061679				
transcript-rna-seq	ENSRNOG00000061680	ENSRNOG00000061680				
transcript-rna-seq	ENSRNOG00000061681	ENSRNOG00000061681				
transcript-rna-seq	ENSRNOG00000061682	ENSRNOG00000061682				
transcript-rna-seq	ENSRNOG00000061683	ENSRNOG00000061683				
transcript-rna-seq	ENSRNOG00000061684	ENSRNOG00000061684	362440	Ndufa9	NDUFA9	ENSG00000139180
transcript-rna-seq	ENSRNOG00000061685	ENSRNOG00000061685			AC015978.1	ENSG00000273966
transcript-rna-seq	ENSRNOG00000061685	ENSRNOG00000061685			AC007241.1	ENSG00000278391
transcript-rna-seq	ENSRNOG00000061686	ENSRNOG00000061686				
transcript-rna-seq	ENSRNOG00000061687	ENSRNOG00000061687	103690241	LOC103690241		
transcript-rna-seq	ENSRNOG00000061688	ENSRNOG00000061688			SNORA18	ENSG00000207145
transcript-rna-seq	ENSRNOG00000061689	ENSRNOG00000061689				
transcript-rna-seq	ENSRNOG00000061690	ENSRNOG00000061690	83820	Sycp2	SYCP2	ENSG00000196074
transcript-rna-seq	ENSRNOG00000061691	ENSRNOG00000061691	102550455	LOC102550455		
transcript-rna-seq	ENSRNOG00000061692	ENSRNOG00000061692				
transcript-rna-seq	ENSRNOG00000061693	ENSRNOG00000061693			RNU6-308P	ENSG00000212259
transcript-rna-seq	ENSRNOG00000061693	ENSRNOG00000061693			RNU6-336P	ENSG00000201761
transcript-rna-seq	ENSRNOG00000061693	ENSRNOG00000061693			RNU6-1073P	ENSG00000252991
transcript-rna-seq	ENSRNOG00000061694	ENSRNOG00000061694				
transcript-rna-seq	ENSRNOG00000061695	ENSRNOG00000061695	50621	Slc23a1	SLC23A1	ENSG00000170482
transcript-rna-seq	ENSRNOG00000061696	ENSRNOG00000061696				
transcript-rna-seq	ENSRNOG00000061697	ENSRNOG00000061697				
transcript-rna-seq	ENSRNOG00000061698	ENSRNOG00000061698				
transcript-rna-seq	ENSRNOG00000061699	ENSRNOG00000061699				
transcript-rna-seq	ENSRNOG00000061700	ENSRNOG00000061700				
transcript-rna-seq	ENSRNOG00000061701	ENSRNOG00000061701				
transcript-rna-seq	ENSRNOG00000061702	ENSRNOG00000061702				
transcript-rna-seq	ENSRNOG00000061703	ENSRNOG00000061703				
transcript-rna-seq	ENSRNOG00000061704	ENSRNOG00000061704	404948	Olr922	OR6C6	ENSG00000188324
transcript-rna-seq	ENSRNOG00000061704	ENSRNOG00000061704	103690036	LOC103690036	OR6C6	ENSG00000188324
transcript-rna-seq	ENSRNOG00000061705	ENSRNOG00000061705	25259	Gp5	GP5	ENSG00000178732
transcript-rna-seq	ENSRNOG00000061705	ENSRNOG00000061705	100911551	LOC100911551	GP5	ENSG00000178732
transcript-rna-seq	ENSRNOG00000061705	ENSRNOG00000061705	108348185	NEWGENE_2724	GP5	ENSG00000178732
transcript-rna-seq	ENSRNOG00000061706	ENSRNOG00000061706				
transcript-rna-seq	ENSRNOG00000061707	ENSRNOG00000061707	295047	Rexo1l1-ps1		
transcript-rna-seq	ENSRNOG00000061708	ENSRNOG00000061708				
transcript-rna-seq	ENSRNOG00000061709	ENSRNOG00000061709				
transcript-rna-seq	ENSRNOG00000061710	ENSRNOG00000061710				
transcript-rna-seq	ENSRNOG00000061711	ENSRNOG00000061711				
transcript-rna-seq	ENSRNOG00000061712	ENSRNOG00000061712				
transcript-rna-seq	ENSRNOG00000061713	ENSRNOG00000061713	367067	Olr1328	OR8G3P	ENSG00000255425
transcript-rna-seq	ENSRNOG00000061713	ENSRNOG00000061713	367067	Olr1328	OR8G2P	ENSG00000181214
transcript-rna-seq	ENSRNOG00000061714	ENSRNOG00000061714	54302	Slc14a2	SLC14A2	ENSG00000132874
transcript-rna-seq	ENSRNOG00000061715	ENSRNOG00000061715	54193	Pbsn		
transcript-rna-seq	ENSRNOG00000061716	ENSRNOG00000061716	685501	LOC685501	PRR23A	ENSG00000206260
transcript-rna-seq	ENSRNOG00000061716	ENSRNOG00000061716	685501	LOC685501	PRR23B	ENSG00000184814
transcript-rna-seq	ENSRNOG00000061716	ENSRNOG00000061716	685501	LOC685501	PRR23C	ENSG00000233701
transcript-rna-seq	ENSRNOG00000061717	ENSRNOG00000061717				
transcript-rna-seq	ENSRNOG00000061718	ENSRNOG00000061718				
transcript-rna-seq	ENSRNOG00000061719	ENSRNOG00000061719				
transcript-rna-seq	ENSRNOG00000061720	ENSRNOG00000061720				
transcript-rna-seq	ENSRNOG00000061721	ENSRNOG00000061721				
transcript-rna-seq	ENSRNOG00000061722	ENSRNOG00000061722				
transcript-rna-seq	ENSRNOG00000061723	ENSRNOG00000061723				
transcript-rna-seq	ENSRNOG00000061724	ENSRNOG00000061724				
transcript-rna-seq	ENSRNOG00000061725	ENSRNOG00000061725				
transcript-rna-seq	ENSRNOG00000061726	ENSRNOG00000061726				
transcript-rna-seq	ENSRNOG00000061727	ENSRNOG00000061727				
transcript-rna-seq	ENSRNOG00000061728	ENSRNOG00000061728				
transcript-rna-seq	ENSRNOG00000061729	ENSRNOG00000061729				
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA21	ENSG00000137080
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA4	ENSG00000236637
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA7	ENSG00000214042
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA10	ENSG00000186803
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA16	ENSG00000147885
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA17	ENSG00000234829
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA14	ENSG00000228083
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA5	ENSG00000147873
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA6	ENSG00000120235
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA13	ENSG00000233816
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA2	ENSG00000188379
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA8	ENSG00000120242
transcript-rna-seq	ENSRNOG00000061730	ENSRNOG00000061730	690894	Ifna5	IFNA1	ENSG00000197919
transcript-rna-seq	ENSRNOG00000061731	ENSRNOG00000061731	363517	Plxnb3	PLXNB3	ENSG00000198753
transcript-rna-seq	ENSRNOG00000061732	ENSRNOG00000061732			U1	ENSG00000273516
transcript-rna-seq	ENSRNOG00000061732	ENSRNOG00000061732			RNU1-143P	ENSG00000252105
transcript-rna-seq	ENSRNOG00000061732	ENSRNOG00000061732			RNU1-153P	ENSG00000277678
transcript-rna-seq	ENSRNOG00000061732	ENSRNOG00000061732			RNU1-68P	ENSG00000275229
transcript-rna-seq	ENSRNOG00000061732	ENSRNOG00000061732			U1	ENSG00000275987
transcript-rna-seq	ENSRNOG00000061732	ENSRNOG00000061732			RNU1-6P	ENSG00000277344
transcript-rna-seq	ENSRNOG00000061732	ENSRNOG00000061732			RNU1-5P	ENSG00000277234
transcript-rna-seq	ENSRNOG00000061733	ENSRNOG00000061733	29234	Galr2	GALR2	ENSG00000182687
transcript-rna-seq	ENSRNOG00000061733	ENSRNOG00000061733	103690156	LOC103690156	GALR2	ENSG00000182687
transcript-rna-seq	ENSRNOG00000061734	ENSRNOG00000061734				
transcript-rna-seq	ENSRNOG00000061735	ENSRNOG00000061735				
transcript-rna-seq	ENSRNOG00000061736	ENSRNOG00000061736				
transcript-rna-seq	ENSRNOG00000061737	ENSRNOG00000061737	100362319	LOC100362319		
transcript-rna-seq	ENSRNOG00000061738	ENSRNOG00000061738				
transcript-rna-seq	ENSRNOG00000061739	ENSRNOG00000061739	24934	Klrk1	KLRK1	ENSG00000213809
transcript-rna-seq	ENSRNOG00000061740	ENSRNOG00000061740	103694876	LOC103694876	SMARCB1	ENSG00000099956
transcript-rna-seq	ENSRNOG00000061741	ENSRNOG00000061741				
transcript-rna-seq	ENSRNOG00000061742	ENSRNOG00000061742				
transcript-rna-seq	ENSRNOG00000061743	ENSRNOG00000061743				
transcript-rna-seq	ENSRNOG00000061744	ENSRNOG00000061744				
transcript-rna-seq	ENSRNOG00000061745	ENSRNOG00000061745				
transcript-rna-seq	ENSRNOG00000061746	ENSRNOG00000061746			RNU6-151P	ENSG00000201028
transcript-rna-seq	ENSRNOG00000061747	ENSRNOG00000061747				
transcript-rna-seq	ENSRNOG00000061748	ENSRNOG00000061748	104795672	Mir1896		
transcript-rna-seq	ENSRNOG00000061749	ENSRNOG00000061749				
transcript-rna-seq	ENSRNOG00000061750	ENSRNOG00000061750				
transcript-rna-seq	ENSRNOG00000061751	ENSRNOG00000061751	613221	Defa10	DEFA6	ENSG00000164822
transcript-rna-seq	ENSRNOG00000061751	ENSRNOG00000061751	613221	Defa10	DEFA4	ENSG00000164821
transcript-rna-seq	ENSRNOG00000061751	ENSRNOG00000061751	613221	Defa10	DEFA1	ENSG00000206047
transcript-rna-seq	ENSRNOG00000061751	ENSRNOG00000061751	613221	Defa10	DEFA1B	ENSG00000240247
transcript-rna-seq	ENSRNOG00000061751	ENSRNOG00000061751	613221	Defa10	DEFA3	ENSG00000239839
transcript-rna-seq	ENSRNOG00000061751	ENSRNOG00000061751	613221	Defa10	DEFA5	ENSG00000164816
transcript-rna-seq	ENSRNOG00000061752	ENSRNOG00000061752				
transcript-rna-seq	ENSRNOG00000061753	ENSRNOG00000061753	295758	Olr493		
transcript-rna-seq	ENSRNOG00000061753	ENSRNOG00000061753	100909900	LOC100909900		
transcript-rna-seq	ENSRNOG00000061754	ENSRNOG00000061754	102555924	LOC102555924		
transcript-rna-seq	ENSRNOG00000061755	ENSRNOG00000061755				
transcript-rna-seq	ENSRNOG00000061756	ENSRNOG00000061756				
transcript-rna-seq	ENSRNOG00000061757	ENSRNOG00000061757			CLEC2D	ENSG00000069493
transcript-rna-seq	ENSRNOG00000061758	ENSRNOG00000061758				
transcript-rna-seq	ENSRNOG00000061759	ENSRNOG00000061759				
transcript-rna-seq	ENSRNOG00000061760	ENSRNOG00000061760				
transcript-rna-seq	ENSRNOG00000061761	ENSRNOG00000061761				
transcript-rna-seq	ENSRNOG00000061762	ENSRNOG00000061762			SNORA70	ENSG00000252199
transcript-rna-seq	ENSRNOG00000061762	ENSRNOG00000061762			SNORA70	ENSG00000252014
transcript-rna-seq	ENSRNOG00000061762	ENSRNOG00000061762			CR769767.2	ENSG00000252724
transcript-rna-seq	ENSRNOG00000061762	ENSRNOG00000061762			SNORA70	ENSG00000276094
transcript-rna-seq	ENSRNOG00000061762	ENSRNOG00000061762			SNORA70	ENSG00000252133
transcript-rna-seq	ENSRNOG00000061762	ENSRNOG00000061762			SNORA70	ENSG00000278010
transcript-rna-seq	ENSRNOG00000061763	ENSRNOG00000061763				
transcript-rna-seq	ENSRNOG00000061764	ENSRNOG00000061764				
transcript-rna-seq	ENSRNOG00000061765	ENSRNOG00000061765			RNU6-1294P	ENSG00000251804
transcript-rna-seq	ENSRNOG00000061766	ENSRNOG00000061766				
transcript-rna-seq	ENSRNOG00000061767	ENSRNOG00000061767			SNORD84	ENSG00000265236
transcript-rna-seq	ENSRNOG00000061768	ENSRNOG00000061768	311170	Slc43a3	SLC43A3	ENSG00000134802
transcript-rna-seq	ENSRNOG00000061769	ENSRNOG00000061769				
transcript-rna-seq	ENSRNOG00000061770	ENSRNOG00000061770				
transcript-rna-seq	ENSRNOG00000061771	ENSRNOG00000061771				
transcript-rna-seq	ENSRNOG00000061772	ENSRNOG00000061772				
transcript-rna-seq	ENSRNOG00000061773	ENSRNOG00000061773				
transcript-rna-seq	ENSRNOG00000061774	ENSRNOG00000061774	292786	RGD1560986		
transcript-rna-seq	ENSRNOG00000061775	ENSRNOG00000061775			AL132709.1	ENSG00000200150
transcript-rna-seq	ENSRNOG00000061775	ENSRNOG00000061775			AL132709.2	ENSG00000201036
transcript-rna-seq	ENSRNOG00000061776	ENSRNOG00000061776	288839	Olr1051		
transcript-rna-seq	ENSRNOG00000061777	ENSRNOG00000061777			SLFN14	ENSG00000236320
