assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene	human_entrez_gene	mouse_gene_symbol	mouse_entrez_gene	ortholog_source
transcript-rna-seq	ENSRNOG00000057992	ENSRNOG00000057992	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057993	ENSRNOG00000057993	NA	NA	AL355821.1	ENSG00000200733	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057993	ENSRNOG00000057993	NA	NA	SNORD38C	ENSG00000207109	109617024	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057993	ENSRNOG00000057993	NA	NA	SNORD38D	ENSG00000207199	109616979	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057993	ENSRNOG00000057993	NA	NA	AC005787.1	ENSG00000252408	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057993	ENSRNOG00000057993	NA	NA	SNORD38B	ENSG00000281859	94163	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057994	ENSRNOG00000057994	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057995	ENSRNOG00000057995	NA	LOC102556051	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000057996	ENSRNOG00000057996	362284	Phactr3	PHACTR3	NA	116154	Phactr3	74189	RGD
transcript-rna-seq	ENSRNOG00000057997	ENSRNOG00000057997	NA	NA	AC007688.1	ENSG00000221611	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057998	ENSRNOG00000057998	102554842	LOC102554842	CMTM2	ENSG00000140932	146225	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000057999	ENSRNOG00000057999	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058000	ENSRNOG00000058000	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058001	ENSRNOG00000058001	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058002	ENSRNOG00000058002	100911695	LOC100911695	TMEM223	ENSG00000168569	79064	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058003	ENSRNOG00000058003	64456	Spon1	SPON1	NA	10418	Spon1	233744	RGD
transcript-rna-seq	ENSRNOG00000058004	ENSRNOG00000058004	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058005	ENSRNOG00000058005	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058006	ENSRNOG00000058006	64347	Sncg	SNCG	NA	6623	Sncg	20618	RGD
transcript-rna-seq	ENSRNOG00000058007	ENSRNOG00000058007	83836	Nde1	NDE1	NA	54820	Nde1	67203	RGD
transcript-rna-seq	ENSRNOG00000058008	ENSRNOG00000058008	404816	Olr712	OR4A5	ENSG00000221840	81318	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058008	ENSRNOG00000058008	404816	Olr712	OR4A8	ENSG00000225997	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058009	ENSRNOG00000058009	NA	NA	SNORA70	ENSG00000252014	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058009	ENSRNOG00000058009	NA	NA	SNORA70	ENSG00000252133	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058009	ENSRNOG00000058009	NA	NA	SNORA70	ENSG00000252199	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058009	ENSRNOG00000058009	NA	NA	CR769767.2	ENSG00000252724	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058009	ENSRNOG00000058009	NA	NA	SNORA70	ENSG00000276094	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058009	ENSRNOG00000058009	NA	NA	SNORA70	ENSG00000278010	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058010	ENSRNOG00000058010	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058011	ENSRNOG00000058011	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058012	ENSRNOG00000058012	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058013	ENSRNOG00000058013	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058014	ENSRNOG00000058014	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058015	ENSRNOG00000058015	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058016	ENSRNOG00000058016	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058017	ENSRNOG00000058017	NA	NA	SNORD90	ENSG00000212447	692206	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058018	ENSRNOG00000058018	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058019	ENSRNOG00000058019	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058020	ENSRNOG00000058020	NA	NA	KRTAP9-1	ENSG00000240542	728318	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058021	ENSRNOG00000058021	NA	NA	ZAP70	ENSG00000115085	7535	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058022	ENSRNOG00000058022	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058023	ENSRNOG00000058023	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058024	ENSRNOG00000058024	NA	NA	ATP6V1G1	ENSG00000136888	9550	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058025	ENSRNOG00000058025	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058026	ENSRNOG00000058026	NA	LOC102551353	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058027	ENSRNOG00000058027	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058028	ENSRNOG00000058028	NA	NA	RNU6-694P	ENSG00000200941	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058028	ENSRNOG00000058028	NA	NA	RNU6-857P	ENSG00000251702	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058028	ENSRNOG00000058028	NA	NA	RNU6-783P	ENSG00000252519	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058029	ENSRNOG00000058029	NA	NA	SNORA2C	ENSG00000221491	677815	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058030	ENSRNOG00000058030	NA	LOC682206	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058031	ENSRNOG00000058031	NA	NA	RN7SKP165	ENSG00000223282	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058032	ENSRNOG00000058032	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058033	ENSRNOG00000058033	NA	NA	SNORA27	ENSG00000207051	619499	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058034	ENSRNOG00000058034	NA	NA	GPR39	ENSG00000183840	2863	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058035	ENSRNOG00000058035	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058036	ENSRNOG00000058036	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058037	ENSRNOG00000058037	NA	NA	RNU1-21P	ENSG00000200197	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058038	ENSRNOG00000058038	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058039	ENSRNOG00000058039	81633	Acta2	ACTA2	NA	59	Acta2	11475	RGD
transcript-rna-seq	ENSRNOG00000058040	ENSRNOG00000058040	NA	Olr1493	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058041	ENSRNOG00000058041	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058042	ENSRNOG00000058042	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058043	ENSRNOG00000058043	NA	NA	RN7SKP234	ENSG00000252982	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058043	ENSRNOG00000058043	NA	NA	RN7SKP40	ENSG00000253020	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058044	ENSRNOG00000058044	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058045	ENSRNOG00000058045	NA	NA	RN7SKP149	ENSG00000199878	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058045	ENSRNOG00000058045	NA	NA	RN7SKP79	ENSG00000200243	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058046	ENSRNOG00000058046	NA	NA	RNU6-353P	ENSG00000201136	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058046	ENSRNOG00000058046	NA	NA	RNU6-147P	ENSG00000206710	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058046	ENSRNOG00000058046	NA	NA	RNU6-1056P	ENSG00000206723	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058046	ENSRNOG00000058046	NA	NA	RNU6-554P	ENSG00000222398	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058047	ENSRNOG00000058047	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058048	ENSRNOG00000058048	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058049	ENSRNOG00000058049	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058050	ENSRNOG00000058050	293017	Bclaf1	BCLAF1	NA	9774	Bclaf1	72567	RGD
transcript-rna-seq	ENSRNOG00000058050	ENSRNOG00000058050	100911069	Bclaf1	MTFR2	NA	113115	Mtfr2	71804	RGD
transcript-rna-seq	ENSRNOG00000058050	ENSRNOG00000058050	293017	Mtfr2	BCLAF1	NA	9774	Bclaf1	72567	RGD
transcript-rna-seq	ENSRNOG00000058050	ENSRNOG00000058050	100911069	Mtfr2	MTFR2	NA	113115	Mtfr2	71804	RGD
transcript-rna-seq	ENSRNOG00000058051	ENSRNOG00000058051	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058052	ENSRNOG00000058052	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058053	ENSRNOG00000058053	116725	Ube2n	UBE2N	NA	7334	Ube2n	93765	RGD
transcript-rna-seq	ENSRNOG00000058054	ENSRNOG00000058054	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058055	ENSRNOG00000058055	NA	LOC102550081	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058056	ENSRNOG00000058056	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058057	ENSRNOG00000058057	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058058	ENSRNOG00000058058	25540	Sbp	NA	NA	NA	Sbp	20234	RGD
transcript-rna-seq	ENSRNOG00000058059	ENSRNOG00000058059	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058060	ENSRNOG00000058060	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058061	ENSRNOG00000058061	NA	NA	RNU6-1246P	ENSG00000212366	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058062	ENSRNOG00000058062	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058063	ENSRNOG00000058063	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058064	ENSRNOG00000058064	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058065	ENSRNOG00000058065	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058066	ENSRNOG00000058066	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058067	ENSRNOG00000058067	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058068	ENSRNOG00000058068	338458	Obscn	OBSCN	NA	84033	Obscn	380698	RGD
transcript-rna-seq	ENSRNOG00000058069	ENSRNOG00000058069	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058070	ENSRNOG00000058070	NA	NA	RN7SKP283	ENSG00000253006	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058071	ENSRNOG00000058071	NA	NA	SNORD36C	ENSG00000252542	26813	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058072	ENSRNOG00000058072	NA	LOC102554813	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058073	ENSRNOG00000058073	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058074	ENSRNOG00000058074	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058075	ENSRNOG00000058075	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058076	ENSRNOG00000058076	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058077	ENSRNOG00000058077	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058078	ENSRNOG00000058078	NA	NA	SNORA70	ENSG00000252014	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058078	ENSRNOG00000058078	NA	NA	SNORA70	ENSG00000252133	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058078	ENSRNOG00000058078	NA	NA	SNORA70	ENSG00000252199	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058078	ENSRNOG00000058078	NA	NA	CR769767.2	ENSG00000252724	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058078	ENSRNOG00000058078	NA	NA	SNORA70	ENSG00000276094	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058078	ENSRNOG00000058078	NA	NA	SNORA70	ENSG00000278010	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058079	ENSRNOG00000058079	NA	NA	RNU6-1125P	ENSG00000200471	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058079	ENSRNOG00000058079	NA	NA	RNU6-327P	ENSG00000252079	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058080	ENSRNOG00000058080	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058081	ENSRNOG00000058081	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058082	ENSRNOG00000058082	300634	Olr1334	OR10G9	NA	219870	Olfr979	259112	RGD
transcript-rna-seq	ENSRNOG00000058083	ENSRNOG00000058083	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058084	ENSRNOG00000058084	NA	LOC102553083	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058085	ENSRNOG00000058085	NA	NA	AL132709.1	ENSG00000200150	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058085	ENSRNOG00000058085	NA	NA	AL132709.2	ENSG00000201036	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058086	ENSRNOG00000058086	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRB5	ENSG00000105609	10990	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRA5	ENSG00000187116	353514	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRB3	ENSG00000204577	102725035	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRB3	ENSG00000204577	107987425	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRB3	ENSG00000204577	107987462	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRB3	ENSG00000204577	11025	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRA4	ENSG00000239961	23547	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058087	ENSRNOG00000058087	690906	Lilrc2	LILRA6	ENSG00000244482	79168	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058088	ENSRNOG00000058088	NA	LOC102550206	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058089	ENSRNOG00000058089	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058090	ENSRNOG00000058090	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058091	ENSRNOG00000058091	NA	LOC102547035	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058092	ENSRNOG00000058092	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058093	ENSRNOG00000058093	NA	NA	SNORD59A	ENSG00000207031	26789	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058094	ENSRNOG00000058094	NA	NA	LYST	ENSG00000143669	1130	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058095	ENSRNOG00000058095	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058096	ENSRNOG00000058096	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058097	ENSRNOG00000058097	NA	Olr1273	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058097	ENSRNOG00000058097	NA	LOC100909958	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058098	ENSRNOG00000058098	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058099	ENSRNOG00000058099	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058100	ENSRNOG00000058100	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058101	ENSRNOG00000058101	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058102	ENSRNOG00000058102	NA	Olr1214	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058103	ENSRNOG00000058103	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058104	ENSRNOG00000058104	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058105	ENSRNOG00000058105	24440	Hbb	HBB	NA	3043	Hbb-b1	15129	RGD
transcript-rna-seq	ENSRNOG00000058106	ENSRNOG00000058106	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058107	ENSRNOG00000058107	NA	NA	RNU6-169P	ENSG00000202206	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058107	ENSRNOG00000058107	NA	NA	RNU6-207P	ENSG00000206864	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058107	ENSRNOG00000058107	NA	NA	RNU6-729P	ENSG00000207128	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058108	ENSRNOG00000058108	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058109	ENSRNOG00000058109	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058110	ENSRNOG00000058110	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058111	ENSRNOG00000058111	170921	Itga2	ITGA2	NA	3673	Itga2	16398	RGD
transcript-rna-seq	ENSRNOG00000058112	ENSRNOG00000058112	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058113	ENSRNOG00000058113	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058114	ENSRNOG00000058114	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058115	ENSRNOG00000058115	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058116	ENSRNOG00000058116	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058117	ENSRNOG00000058117	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058118	ENSRNOG00000058118	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058119	ENSRNOG00000058119	NA	Olr1733	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058120	ENSRNOG00000058120	300846	Tinag	TINAG	NA	27283	Tinag	26944	RGD
transcript-rna-seq	ENSRNOG00000058121	ENSRNOG00000058121	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058122	ENSRNOG00000058122	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058123	ENSRNOG00000058123	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058124	ENSRNOG00000058124	NA	LOC102553349	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058125	ENSRNOG00000058125	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058126	ENSRNOG00000058126	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058127	ENSRNOG00000058127	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058128	ENSRNOG00000058128	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058129	ENSRNOG00000058129	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058130	ENSRNOG00000058130	366790	Pym1	PYM1	ENSG00000170473	84305	Pym1	78428	RGD
transcript-rna-seq	ENSRNOG00000058131	ENSRNOG00000058131	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058132	ENSRNOG00000058132	NA	NA	SNORD29	ENSG00000223004	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058133	ENSRNOG00000058133	292690	Ppm1n	PPM1N	NA	147699	Ppm1n	232941	RGD
transcript-rna-seq	ENSRNOG00000058134	ENSRNOG00000058134	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058135	ENSRNOG00000058135	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058136	ENSRNOG00000058136	266771	Vom1r90	VN1R5	ENSG00000197617	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058137	ENSRNOG00000058137	404980	Olr1555	OR5H2	ENSG00000197938	79310	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058137	ENSRNOG00000058137	404980	Olr1555	OR5H6	ENSG00000230301	79295	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058137	ENSRNOG00000058137	404980	Olr1555	OR5H1	ENSG00000231192	26341	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058137	ENSRNOG00000058137	404980	Olr1555	OR5H8	ENSG00000232535	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058137	ENSRNOG00000058137	404980	Olr1555	OR5H15	ENSG00000233412	403274	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058137	ENSRNOG00000058137	404980	Olr1555	OR5H14	ENSG00000236032	403273	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058138	ENSRNOG00000058138	NA	NA	AC124303.1	ENSG00000212428	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058138	ENSRNOG00000058138	NA	NA	SNORD115-47	ENSG00000212528	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058139	ENSRNOG00000058139	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058140	ENSRNOG00000058140	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058141	ENSRNOG00000058141	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058142	ENSRNOG00000058142	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058143	ENSRNOG00000058143	NA	Olr594	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058144	ENSRNOG00000058144	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058145	ENSRNOG00000058145	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058146	ENSRNOG00000058146	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058147	ENSRNOG00000058147	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058148	ENSRNOG00000058148	NA	NA	SNORD58	ENSG00000212615	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058148	ENSRNOG00000058148	NA	NA	SNORD58B	ENSG00000271982	26790	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058149	ENSRNOG00000058149	NA	NA	RNU1-77P	ENSG00000212170	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058150	ENSRNOG00000058150	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058151	ENSRNOG00000058151	100361793	LOC100361793	KRTAP10-6	ENSG00000188155	386674	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058151	ENSRNOG00000058151	100361793	LOC100361793	KRTAP4-5	ENSG00000198271	85289	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058151	ENSRNOG00000058151	100361793	LOC100361793	KRTAP10-9	ENSG00000221837	386676	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058152	ENSRNOG00000058152	NA	NA	SNORA20	ENSG00000207392	677806	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058153	ENSRNOG00000058153	NA	NA	USP53	ENSG00000145390	54532	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058154	ENSRNOG00000058154	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058155	ENSRNOG00000058155	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058156	ENSRNOG00000058156	362613	Zdhhc18	ZDHHC18	NA	84243	Zdhhc18	503610	RGD
transcript-rna-seq	ENSRNOG00000058157	ENSRNOG00000058157	366138	Ldlrad3	LDLRAD3	NA	143458	Ldlrad3	241576	RGD
transcript-rna-seq	ENSRNOG00000058158	ENSRNOG00000058158	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058159	ENSRNOG00000058159	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058160	ENSRNOG00000058160	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000058161	ENSRNOG00000058161	NA	NA	AC115085.1	ENSG00000252352	NA	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000058162	ENSRNOG00000058162	NA	NA	NA	NA	NA	NA	NA	NA
