gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,indirect_association.diseaseId,indirect_association.score,direct_association.diseaseId,direct_association.score,indirect_association.disease,direct_association.disease,ensembl_ID
TBRG1,1,COLON,"","","","","",EFO_0000651,0.324306322485826,EFO_0003847,0.258705898279291,"phenotype: The observable form taken by some character (or group of characters) in an individual or an organism, excluding pathology and disease.  The detectable outward manifestations of a specific genotype.","mental retardation: Subnormal intellectual functioning which originates during the developmental period. This has multiple potential etiologies, including genetic defects and perinatal insults. Intelligence quotient (IQ) scores are commonly used to determine whether an individual is mentally retarded. IQ scores between 70 and 79 are in the borderline mentally retarded range. Scores below 67 are in the retarded range. (Joynt, Clinical Neurology, 1992, Ch55, p28)",ENSG00000154144
CD84,1,LUNG,"","","","","",EFO_0001444,0.324225547516904,EFO_0004833,0.256856492905293,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"neutrophil count: The number of granulocytes (polymorphonuclear leukocytes) in a specified volume of blood, usually 1 cubic millimeter.",ENSG00000066294
CYP2E1,1,LUNG,"","","","","",EFO_0001379,0.324184683980217,HP_0000786,0.295663883747761,"endocrine system disease: Pathological processes of the ENDOCRINE GLANDS, and diseases resulting from abnormal level of available HORMONES.",Primary amenorrhea: NA,ENSG00000130649
EGR3,1,SPLEEN,"","","","","",EFO_0001444,0.323683757609807,EFO_0004875,0.260159984744645,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"mathematical ability: Is the mental process necessary to acquire knowledge or skill in the measurement, properties, and relationships of quantities and sets, using numbers and symbols (mathematics)",ENSG00000179388
ZNF592,1,COLON,"","","","","",EFO_0000618,0.323489294269761,EFO_0004309,0.2467666268646,"nervous system disease: A non-neoplastic or neoplastic disorder that affects the brain, spinal cord, or peripheral nerves.",platelet count: The number of PLATELETS per unit volume in a sample of venous BLOOD.,ENSG00000166716
PIN4,1,BLOOD,"","","","","",EFO_0001444,0.322687586499368,EFO_0006335,0.275126928048494,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,systolic blood pressure: The blood pressure during the contraction of the left ventricle of the heart.,ENSG00000102309
ZNF260,1,LUNG,"","","","","",EFO_0001444,0.322630277562074,EFO_0005208,0.317027259544106,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"glomerular filtration rate: measurement of the flow rate of filtered fluid through the kidney, calculated either by comparative measurements of substances in the blood and urine, or estimated from a blood test",ENSG00000254004
MAP3K9,1,ADRNL,"","","","","",EFO_0001444,0.322504262613062,EFO_0007010,0.297348795491238,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"drug use measurement: quantification of some aspect of drug use, such as whether drug use occured, over what period of time it occured and what dosage was used",ENSG00000006432
SHISA5,1,ADRNL,"","","","","",EFO_0001444,0.322502459574325,EFO_0004784,0.295343993228453,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"self reported educational attainment: A measure of educational progress reported using a questionnaire based approach, often used as a proxy for cognitive performance as the two are correlated.",ENSG00000164054
GPM6B,1,SPLEEN,"","","","","",EFO_0001444,0.322399481877183,EFO_0008476,0.320182002749075,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"delayed reward discounting measurement: Quantification of some aspect of impulsivity related to the increased perceived value of immediate gratification as compared to a larger future reward. The more remote the future reward, the lower its perceived present value (the more it is discounted) and the less likely it is to be chosen.",ENSG00000046653
DLGAP4,1,SKM-VL,"","","","","",EFO_0001444,0.32208193268197,EFO_0009260,0.289261804204185,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"non-melanoma skin carcinoma: Any skin carcinoma that is not melanoma, with the most common types being basal cell carcinoma and squamous cell carcinoma",ENSG00000080845
MCOLN2,1,SPLEEN,"","","","","",EFO_0001444,0.321932706988308,EFO_0010750,0.295624633052946,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"PHF-tau measurement: Quantification of amount of tau, in the form of paired helical filaments, in a sample",ENSG00000153898
SELPLG,1,BLOOD,"","","","","",EFO_0001444,0.321871090742406,EFO_0007937,0.269453093157104,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,blood protein measurement: quantification of the levels of some protein in a blood sample,ENSG00000110876
FAM102A,1,SPLEEN,"","","","","",EFO_0001444,0.321411742947269,EFO_0004531,0.296131828554528,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,urate measurement: A urate measurement is the quantification of some urate in body fluid,ENSG00000167106
PDCL3,1,SKM-VL,"","","","","",EFO_0001444,0.321360586881714,EFO_0004784,0.309054049452155,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"self reported educational attainment: A measure of educational progress reported using a questionnaire based approach, often used as a proxy for cognitive performance as the two are correlated.",ENSG00000115539
CPM,1,BAT,"","","","","",EFO_0001444,0.321278047831242,EFO_0007908,0.287418686915737,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"traffic air pollution measurement: quantification of some aspect of air pollution through traffic, such as annual average NO2 exposure estimates derived using land use regression modeling",ENSG00000135678
CDC42SE2,1,SPLEEN,"","","","","",EFO_0001444,0.321189714646741,EFO_0004980,0.250197831023638,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,appendicular lean mass: Appendicular lean mass is a measurement of skeletal strength of lower limbs and is used as a predictive measure of hip fracture.,ENSG00000158985
TSN,1,BLOOD,"","","","","",EFO_0001444,0.32103628980083,EFO_0003144,0.302071048895108,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,"heart failure: Inability of the heart to pump blood at an adequate rate to meet tissue metabolic requirements. Clinical symptoms of heart failure include: unusual dyspnea on light exertion, recurrent dyspnea occurring in the supine position, fluid retention or rales, jugular venous distension, pulmonary edema on physical exam, or pulmonary edema on chest x-ray presumed to be cardiac dysfunction.",ENSG00000211460
EXOC3L2,1,WAT-SC,"","","","","",EFO_0000508,0.320937526310385,EFO_0004584,0.292600812633674,"genetic disorder: Genetic diseases are diseases in which inherited genes predispose to increased risk. The genetic disorders associated with cancer often result from an alteration or mutation in a single gene. The diseases range from rare dominant cancer family syndrome to familial tendencies in which low-penetrance genes may interact with other genes or environmental factors to induce cancer. Research may involve clinical, epidemiologic, and laboratory studies of persons, families, and populations at high risk of these disorders.",mean platelet volume: A measurement of mean platelet volume is a machine-calculated measurement of the average size of platelets found in blood,ENSG00000283632
BICDL1,1,ADRNL,"","","","","",EFO_0001444,0.320930420494731,EFO_0009270,0.30699388053573,measurement: A measurement is an information entity that is a recording of the output of a measurement such as produced by an instrument.,heel bone mineral density: Quantification of the mineral density of the heel bone,ENSG00000135127
TDG,1,SKM-VL,"","","","","",EFO_0000616,0.320894832443313,MONDO_0021637,0.251519623327089,"neoplasm: A benign or malignant tissue growth resulting from uncontrolled cell proliferation. Benign neoplastic cells resemble normal cells without exhibiting significant cytologic atypia, while malignant cells exhibit overt signs such as dysplastic features, atypical mitotic figures, necrosis, nuclear pleomorphism, and anaplasia. Representative examples of benign neoplasms include papillomas, cystadenomas, and lipomas; malignant neoplasms include carcinomas, sarcomas, lymphomas, and leukemias.","low grade glioma: A grade I or grade II glioma arising from the central nervous system. This category includes pilocytic astrocytoma, diffuse astrocytoma, subependymal giant cell astrocytoma, ependymoma, oligodendroglioma, oligoastrocytoma, and angiocentric glioma.",ENSG00000139372
